|    cntr_01|	dist_x|	pang_x|	ra_01|	dec_01|	ra|	dec|	sigra|	sigdec|	sigradec|	w1mpro|	w1sigmpro|	w1snr|	w1rchi2|	w2mpro|	w2sigmpro|	w2snr|	w2rchi2|	w3mpro|	w3sigmpro|	w3snr|	w3rchi2|	w4mpro|	w4sigmpro|	w4snr|	w4rchi2|	cc_flags|	ext_flg|	var_flg|	ph_qual|	w1mag|	w1sigm|	w1flg|	w2mag|	w2sigm|	w2flg|	w3mag|	w3sigm|	w3flg|	w4mag|	w4sigm|	w4flg|	w1mag_1|	w1sigm_1|	w1flg_1|	w2mag_1|	w2sigm_1|	w2flg_1|	w3mag_1|	w3sigm_1|	w3flg_1|	w4mag_1|	w4sigm_1|	w4flg_1|	w1mag_2|	w1sigm_2|	w1flg_2|	w2mag_2|	w2sigm_2|	w2flg_2|	w3mag_2|	w3sigm_2|	w3flg_2|	w4mag_2|	w4sigm_2|	w4flg_2|	w1mag_3|	w1sigm_3|	w1flg_3|	w2mag_3|	w2sigm_3|	w2flg_3|	w3mag_3|	w3sigm_3|	w3flg_3|	w4mag_3|	w4sigm_3|	w4flg_3|	w1mag_4|	w1sigm_4|	w1flg_4|	w2mag_4|	w2sigm_4|	w2flg_4|	w3mag_4|	w3sigm_4|	w3flg_4|	w4mag_4|	w4sigm_4|	w4flg_4|	w1mag_5|	w1sigm_5|	w1flg_5|	w2mag_5|	w2sigm_5|	w2flg_5|	w3mag_5|	w3sigm_5|	w3flg_5|	w4mag_5|	w4sigm_5|	w4flg_5|	w1mag_6|	w1sigm_6|	w1flg_6|	w2mag_6|	w2sigm_6|	w2flg_6|	w3mag_6|	w3sigm_6|	w3flg_6|	w4mag_6|	w4sigm_6|	w4flg_6|	w1mag_7|	w1sigm_7|	w1flg_7|	w2mag_7|	w2sigm_7|	w2flg_7|	w3mag_7|	w3sigm_7|	w3flg_7|	w4mag_7|	w4sigm_7|	w4flg_7|	w1mag_8|	w1sigm_8|	w1flg_8|	w2mag_8|	w2sigm_8|	w2flg_8|	w3mag_8|	w3sigm_8|	w3flg_8|	w4mag_8|	w4sigm_8|	w4flg_8|	w1rsemi|	w1ba|	w1pa|	w1gmag|	w1gerr|	w1gflg|	w2rsemi|	w2ba|	w2pa|	w2gmag|	w2gerr|	w2gflg|	w3rsemi|	w3ba|	w3pa|	w3gmag|	w3gerr|	w3gflg|	w4rsemi|	w4ba|	w4pa|	w4gmag|	w4gerr|	w4gflg|
188	0.359556	32.938265	161.035417	70.405278	161.0355786	70.4053616	0.0498	0.0528	-0.0092	10.843	0.022	48.4	22.879999	9.94	0.02	54	5.82	6.484	0.015	74.8	4.87	4.056	0.019	58	1.225	0	5	2000	AAAA	10.81	0.006	0	9.95	0.006	0	6.498	0.006	0	4.03	0.01	1	11.584	0.006	0	10.769	0.006	0	7.959	0.006	0	5.113	0.011	0	11.071	0.006	0	10.269	0.006	0	7.323	0.006	0	4.606	0.01	1	10.81	0.006	0	10.04	0.006	0	6.963	0.006	0	4.315	0.011	1	10.653	0.006	0	9.918	0.006	0	6.745	0.006	0	4.163	0.012	17	10.547	0.006	0	9.842	0.006	0	6.612	0.006	0	4.094	0.014	17	10.473	0.006	0	9.789	0.006	0	6.529	0.006	0	4.062	0.016	17	10.419	0.006	1	9.75	0.006	1	6.476	0.006	0	4.053	0.019	17	10.381	0.006	1	9.721	0.006	1	6.442	0.006	1	4.053	0.023	17	26.95	0.42	20	10.481	0.006	0	26.95	0.42	20	9.812	0.006	0	26.95	0.42	20	6.618	0.006	0	33.65	0.56	20	4.256	0.012	17
189	0.259261	-122.515496	116.87125	60.933611	116.871125	60.9335724	0.056	0.0557	-0.0087	10.543	0.025	44	14.15	9.853	0.02	53.5	3.954	6.938	0.016	68.7	3.051	4.328	0.023	47.7	1.458	0	5	1011	AAAA	10.498	0.006	0	9.832	0.006	0	6.889	0.007	0	4.236	0.01	1	11.241	0.006	0	10.647	0.006	0	8.366	0.007	0	5.344	0.011	0	10.759	0.006	0	10.151	0.006	0	7.714	0.007	0	4.812	0.01	1	10.503	0.006	0	9.915	0.006	0	7.321	0.006	0	4.494	0.01	1	10.337	0.006	0	9.779	0.006	0	7.065	0.006	0	4.317	0.011	1	10.217	0.006	0	9.686	0.006	0	6.892	0.006	0	4.228	0.012	1	10.127	0.006	0	9.617	0.006	0	6.769	0.006	0	4.179	0.014	1	10.057	0.006	0	9.563	0.006	0	6.681	0.007	0	4.151	0.016	1	10.003	0.006	1	9.522	0.006	1	6.617	0.007	1	4.133	0.018	1	33.65	0.47	-50	10.005	0.006	0	33.65	0.47	-50	9.529	0.006	0	33.65	0.47	-50	6.642	0.007	0	37.55	0.55	-50	4.345	0.011	1
190	0.342948	-109.379832	31.566667	-0.291389	31.5665768	-0.2914205	0.0579	0.0547	-0.0074	10.135	0.022	49.8	7.942	9.35	0.02	54.4	2.57	6.964	0.015	71.5	1.07	4.976	0.028	38.5	0.9113	0	5	2011	AAAA	10.151	0.006	0	9.369	0.006	0	6.969	0.006	0	4.984	0.023	1	10.846	0.006	0	10.151	0.006	0	8.394	0.007	0	6.051	0.024	1	10.412	0.006	0	9.688	0.006	0	7.794	0.006	0	5.56	0.023	1	10.22	0.006	0	9.495	0.006	0	7.468	0.006	0	5.28	0.024	1	10.118	0.006	0	9.404	0.006	0	7.286	0.006	0	5.145	0.028	1	10.056	0.006	0	9.353	0.006	0	7.184	0.007	0	5.095	0.034	1	10.013	0.006	1	9.319	0.006	1	7.126	0.007	1	5.077	0.041	1	9.98	0.006	1	9.293	0.006	1	7.091	0.007	1	5.076	0.05	1	9.954	0.006	1	9.273	0.006	1	7.068	0.008	1	5.079	0.06	1	21.19	0.66	0	10.042	0.006	1	21.19	0.66	0	9.345	0.006	1	21.19	0.66	0	7.181	0.007	1	24.83	0.76	0	5.304	0.024	1
191	0.716485	-98.084351	121.024583	5.113889	121.0243855	5.1138609	0.0487	0.0501	-0.0099	9.982	0.022	49.8	6.363	8.602	0.02	53.6	1.863	4.629	0.015	74.6	3.432	1.685	0.017	64.9	0.9331	0	5	1101	AAAA	9.98	0.006	0	8.6	0.006	0	4.665	0.005	0	1.718	0.006	17	10.673	0.006	0	9.371	0.006	0	6.09	0.006	0	2.791	0.006	0	10.241	0.006	0	8.919	0.006	0	5.49	0.005	0	2.294	0.006	17	10.05	0.006	0	8.737	0.006	0	5.16	0.005	0	2.005	0.006	17	9.947	0.006	0	8.658	0.006	0	4.968	0.005	0	1.856	0.006	17	9.886	0.006	0	8.616	0.006	0	4.859	0.005	0	1.794	0.006	17	9.846	0.006	0	8.591	0.006	0	4.798	0.005	0	1.767	0.007	17	9.818	0.006	0	8.574	0.006	0	4.764	0.006	0	1.757	0.007	17	9.798	0.006	1	8.562	0.006	1	4.745	0.006	0	1.754	0.008	17	16.1	0.91	75	9.909	0.006	0	16.1	0.91	75	8.632	0.006	0	16.1	0.91	75	4.901	0.005	0	19.84	0.95	75	2.125	0.006	17
192	0.588814	-81.046377	180.31	-3.678056	180.3098381	-3.6780301	0.0649	0.0653	-0.0081	11.324	0.023	47.6	8.083	10.679	0.022	49.9	2.155	7.813	0.02	54.9	1.38	5.673	0.038	28.9	1.125	0	1	11	AAAA	11.311	0.006	0	10.703	0.008	0	7.792	0.013	0	5.68	0.051	0	12.011	0.007	0	11.488	0.008	0	9.218	0.015	0	6.738	0.053	0	11.572	0.006	0	11.022	0.008	0	8.617	0.013	0	6.256	0.051	0	11.386	0.006	0	10.83	0.008	0	8.289	0.012	0	5.999	0.055	1	11.3	0.007	0	10.749	0.008	0	8.105	0.013	0	5.883	0.065	1	11.256	0.007	0	10.709	0.009	0	8.001	0.013	0	5.861	0.081	1	11.23	0.007	0	10.688	0.01	0	7.941	0.015	0	5.887	0.103	1	11.215	0.007	0	10.675	0.011	0	7.907	0.016	0	5.936	0.131	1	11.206	0.008	0	10.669	0.012	0	7.886	0.018	0	6.003	0.167	1	11.17	0.86	-30	11.417	0.006	0	11.17	0.86	-30	10.864	0.008	0	11.17	0.86	-30	8.354	0.012	0	16.09	0.92	-30	6.326	0.051	0
193	0.733338	-59.470717	226.485833	3.707222	226.4856575	3.7073257	0.0544	0.0531	-0.0127	10.514	0.022	48.8	8.302	9.753	0.02	55.2	2.449	6.6	0.016	68.8	2.495	4.028	0.021	51.1	1	0	5	4200	AAAA	10.5	0.006	0	9.748	0.006	0	6.601	0.006	0	4.002	0.008	1	11.208	0.006	0	10.543	0.006	0	8.046	0.006	0	5.073	0.008	0	10.761	0.006	0	10.067	0.006	0	7.426	0.006	0	4.578	0.008	1	10.552	0.006	0	9.862	0.006	0	7.079	0.006	0	4.291	0.008	1	10.431	0.006	0	9.76	0.006	0	6.873	0.006	0	4.145	0.009	1	10.351	0.006	0	9.699	0.006	0	6.749	0.006	0	4.08	0.01	1	10.293	0.006	0	9.657	0.006	0	6.672	0.006	0	4.047	0.012	1	10.251	0.006	1	9.627	0.006	1	6.624	0.006	0	4.033	0.014	1	10.219	0.006	1	9.605	0.006	1	6.594	0.006	1	4.025	0.016	1	18.28	0.53	50	10.455	0.006	0	18.28	0.53	50	9.791	0.006	0	18.28	0.53	50	6.939	0.006	0	23.59	0.68	50	4.419	0.008	1
194	0.417063	6.38019	135.493333	60.151667	135.4933592	60.1517818	0.0555	0.0555	-0.008	10.261	0.023	46.6	12.01	9.776	0.021	52.2	4.461	6.29	0.015	72.6	5.565	3.867	0.024	44.5	0.9639	0	5	1111	AAAA	10.254	0.006	0	9.773	0.006	0	6.33	0.006	0	3.829	0.008	1	10.962	0.006	0	10.577	0.006	0	7.768	0.006	0	4.901	0.008	0	10.515	0.006	0	10.092	0.006	0	7.155	0.006	0	4.405	0.008	1	10.319	0.006	0	9.882	0.006	0	6.821	0.006	0	4.121	0.008	17	10.219	0.006	0	9.782	0.006	0	6.635	0.006	0	3.974	0.009	17	10.16	0.006	0	9.727	0.006	0	6.532	0.006	0	3.911	0.01	17	10.12	0.006	0	9.692	0.006	0	6.475	0.006	0	3.883	0.012	17	10.091	0.006	1	9.667	0.006	1	6.444	0.006	1	3.873	0.014	17	10.068	0.006	1	9.647	0.006	1	6.426	0.006	1	3.866	0.016	17	18.28	0.53	90	10.239	0.006	0	18.28	0.53	90	9.814	0.006	0	18.28	0.53	90	6.707	0.006	0	23.59	0.68	90	4.256	0.008	17
195	0.357076	52.365069	182.30875	47.058333	182.3088653	47.0583939	0.0539	0.0556	-0.0051	10.921	0.022	48.9	9.132	10.157	0.019	56.6	2.33	6.815	0.016	69.6	1.431	4.593	0.024	44.5	0.9433	0	5	1101	AAAA	10.903	0.006	0	10.154	0.006	0	6.827	0.006	0	4.577	0.014	1	11.612	0.006	0	10.943	0.006	0	8.251	0.007	0	5.648	0.015	0	11.164	0.006	0	10.473	0.006	0	7.652	0.006	0	5.153	0.014	1	10.961	0.006	0	10.272	0.006	0	7.322	0.006	0	4.862	0.015	1	10.849	0.006	0	10.175	0.006	0	7.135	0.006	0	4.709	0.016	1	10.776	0.006	0	10.119	0.006	0	7.028	0.006	0	4.646	0.019	1	10.725	0.006	0	10.08	0.006	0	6.969	0.006	0	4.62	0.023	1	10.689	0.006	1	10.052	0.006	1	6.934	0.007	1	4.61	0.028	1	10.661	0.006	1	10.032	0.006	1	6.913	0.007	1	4.609	0.033	1	15.78	0.78	15	10.844	0.006	0	15.78	0.78	15	10.172	0.006	0	15.78	0.78	15	7.132	0.006	0	19.95	0.86	15	5.035	0.014	1
196	0.716939	-18.022965	184.479167	58.659722	184.4790482	58.6599116	0.0615	0.0628	-0.0053	11.858	0.023	47.3	4.995	11.278	0.021	52.3	1.387	8.041	0.017	62.2	1.108	5.876	0.033	32.6	0.9648	0	5	0	AAAA	11.828	0.006	0	11.258	0.008	0	8.039	0.011	0	5.868	0.039	1	12.523	0.007	0	12.047	0.008	0	9.455	0.013	0	6.933	0.041	1	12.089	0.006	0	11.577	0.008	0	8.864	0.011	0	6.444	0.039	1	11.899	0.006	0	11.38	0.008	0	8.543	0.01	0	6.145	0.041	1	11.804	0.006	1	11.292	0.008	1	8.365	0.011	1	5.993	0.047	1	11.749	0.007	1	11.243	0.009	1	8.267	0.012	1	5.931	0.056	1	11.713	0.007	1	11.21	0.009	1	8.213	0.013	1	5.894	0.067	1	11.686	0.007	1	11.185	0.01	1	8.181	0.014	1	5.871	0.08	1	11.667	0.008	1	11.168	0.011	1	8.162	0.016	1	5.852	0.094	17	11.73	0.92	5	11.887	0.006	0	11.73	0.92	5	11.369	0.008	0	11.73	0.92	5	8.52	0.01	0	16.75	0.97	5	6.442	0.039	1
197	0.570854	152.483855	208.264167	69.308333	208.264374	69.3081927	0.0486	0.0523	0.0102	10.35	0.023	47.3	5.778	9.386	0.02	53.4	1.976	5.867	0.015	73.5	2.016	3.361	0.017	62.6	0.8504	0	5	11	AAAA	10.349	0.006	0	9.391	0.006	0	5.878	0.006	0	3.38	0.007	1	11.04	0.006	0	10.171	0.006	0	7.303	0.006	0	4.451	0.007	1	10.61	0.006	0	9.71	0.006	0	6.703	0.006	0	3.956	0.007	1	10.421	0.006	0	9.52	0.006	0	6.375	0.006	0	3.667	0.007	1	10.319	0.006	0	9.434	0.006	0	6.19	0.006	0	3.512	0.007	1	10.255	0.006	0	9.386	0.006	0	6.086	0.006	0	3.436	0.008	1	10.211	0.006	1	9.355	0.006	1	6.029	0.006	1	3.385	0.008	1	10.18	0.006	1	9.334	0.006	1	5.997	0.006	1	3.336	0.009	1	10.158	0.006	1	9.319	0.006	1	5.979	0.006	1	3.284	0.01	17	18.13	0.73	40	10.274	0.006	0	18.13	0.73	40	9.402	0.006	0	18.13	0.73	40	6.127	0.006	0	22.48	0.84	40	3.733	0.007	1
198	0.612299	12.42418	233.968333	57.9025	233.9684022	57.9026661	0.0502	0.052	0.0044	10.471	0.023	46.9	2.666	9.536	0.019	56.4	1.748	6.572	0.015	74.6	1.66	4.118	0.019	56.1	1.08	0	0	6600	AAAA	10.464	0.006	0	9.529	0.006	0	6.569	0.006	0	4.114	0.007	1	11.116	0.006	0	10.297	0.006	0	7.988	0.006	0	5.179	0.008	0	10.725	0.006	0	9.848	0.006	0	7.394	0.006	0	4.69	0.007	1	10.573	0.006	0	9.674	0.006	0	7.071	0.006	0	4.407	0.007	1	10.507	0.006	0	9.603	0.006	0	6.892	0.006	0	4.264	0.008	1	10.474	0.006	0	9.569	0.006	0	6.792	0.006	0	4.205	0.009	1	10.454	0.006	1	9.55	0.006	1	6.737	0.006	0	4.18	0.01	1	10.44	0.006	1	9.537	0.006	1	6.706	0.006	1	4.173	0.011	1	10.429	0.006	1	9.526	0.006	1	6.688	0.006	1	4.171	0.013	1	10.5	0.85	70	10.635	0.006	0	10.5	0.85	70	9.741	0.006	0	10.5	0.85	70	7.205	0.006	0	15.34	0.93	70	4.809	0.007	1
200	0.830248	34.474302	1.58125	20.202778	1.5813891	20.2029679	0.0535	0.0512	-0.0091	9.057	0.022	50	0.9722	8.083	0.02	53	1.115	5.72	0.014	76.8	1.951	3.576	0.02	53.9	0.8389	0	4	1110	AAAA	9.08	0.005	0	8.102	0.006	0	5.752	0.006	0	3.551	0.01	17	9.711	0.006	0	8.862	0.006	0	7.174	0.006	0	4.618	0.01	0	9.341	0.005	0	8.421	0.006	0	6.577	0.006	0	4.127	0.01	17	9.207	0.005	0	8.252	0.005	0	6.253	0.006	0	3.847	0.01	17	9.154	0.005	0	8.186	0.005	0	6.077	0.006	0	3.708	0.012	17	9.128	0.005	0	8.154	0.005	0	5.982	0.006	0	3.651	0.014	17	9.113	0.005	0	8.135	0.006	0	5.93	0.006	0	3.629	0.016	17	9.102	0.005	1	8.123	0.006	1	5.902	0.006	1	3.625	0.019	17	9.094	0.005	1	8.114	0.006	1	5.887	0.006	1	3.627	0.023	17	16.04	1	-30	9.131	0.005	0	16.04	1	-30	8.158	0.005	0	16.04	1	-30	5.994	0.006	0	19.29	1	-30	3.966	0.01	17
201	0.531705	72.807767	12.19625	31.956944	12.1964163	31.9569881	0.0539	0.0497	0.0083	9.269	0.023	46.5	2.858	8.091	0.02	53.2	1.407	5.074	0.015	74.3	2.106	2.67	0.017	65.5	0.7723	0	4	2200	AAAA	9.272	0.006	0	8.089	0.006	0	5.092	0.006	0	2.67	0.007	0	9.93	0.006	0	8.855	0.006	0	6.524	0.006	0	3.744	0.007	0	9.533	0.006	0	8.408	0.006	0	5.917	0.006	0	3.246	0.007	0	9.372	0.006	0	8.233	0.005	0	5.586	0.006	0	2.959	0.007	1	9.292	0.006	0	8.159	0.005	0	5.398	0.006	0	2.814	0.007	1	9.244	0.006	0	8.121	0.006	0	5.293	0.006	0	2.752	0.008	17	9.209	0.006	0	8.096	0.006	0	5.233	0.006	0	2.725	0.008	17	9.182	0.006	0	8.079	0.006	0	5.199	0.006	0	2.714	0.01	17	9.16	0.006	0	8.066	0.006	0	5.179	0.006	0	2.706	0.011	17	25.48	0.91	-20	9.164	0.006	0	25.48	0.91	-20	8.068	0.006	0	25.48	0.91	-20	5.182	0.006	0	27.29	0.92	-20	2.839	0.007	1
202	0.400508	-42.246333	14.972083	31.826944	14.9719953	31.8270268	0.0642	0.0611	0.0112	11.192	0.022	50.2	7.5	10.63	0.019	57.2	2.08	8.66	0.021	52.3	1.264	6.812	0.058	18.7	0.9663	hh00	5	0	AAAA	11.147	0.006	0	10.607	0.007	0	8.578	0.015	0	6.696	0.067	17	11.854	0.006	0	11.398	0.008	0	10.026	0.018	0	7.787	0.073	1	11.408	0.006	0	10.926	0.007	0	9.403	0.015	0	7.272	0.067	17	11.203	0.006	0	10.724	0.008	0	9.051	0.014	0	6.959	0.068	17	11.093	0.006	1	10.629	0.008	1	8.842	0.014	0	6.802	0.076	17	11.024	0.006	1	10.577	0.009	1	8.712	0.015	1	6.746	0.091	17	10.971	0.006	1	10.543	0.009	1	8.624	0.016	1	6.737	0.111	17	10.922	0.006	1	10.518	0.01	1	8.561	0.018	1	6.763	0.137	17	10.87	0.006	1	10.495	0.011	1	8.509	0.019	1	6.802	0.169	17	13.98	0.94	80	11.099	0.006	1	13.98	0.94	80	10.635	0.008	1	13.98	0.94	80	8.856	0.014	0	17.1	0.97	80	7.25	0.067	17
203	1.235325	-96.557703	21.885833	19.178889	21.8854724	19.1788497	0.0532	0.0507	-0.0097	10.154	0.022	50.4	11.52	9.452	0.019	57.3	3.372	6.205	0.014	75.9	2.311	3.729	0.021	52	0.8855	0	5	2111	AAAA	10.154	0.006	0	9.446	0.006	0	6.218	0.006	0	3.693	0.007	1	10.865	0.006	0	10.239	0.006	0	7.654	0.006	0	4.76	0.008	0	10.415	0.006	0	9.765	0.006	0	7.043	0.006	0	4.269	0.007	1	10.213	0.006	0	9.563	0.006	0	6.71	0.006	0	3.986	0.007	1	10.107	0.006	0	9.469	0.006	0	6.524	0.006	0	3.842	0.008	1	10.047	0.006	0	9.418	0.006	0	6.419	0.006	0	3.781	0.009	1	10.011	0.006	0	9.387	0.006	0	6.362	0.006	0	3.754	0.01	1	9.988	0.006	1	9.367	0.006	1	6.33	0.006	1	3.745	0.011	1	9.97	0.006	1	9.35	0.006	1	6.312	0.006	1	3.742	0.012	17	17.29	0.88	30	10.053	0.006	0	17.29	0.88	30	9.423	0.006	0	17.29	0.88	30	6.431	0.006	0	20.42	0.92	30	4.092	0.007	1
204	0.645877	46.78207	162.37875	22.964444	162.378892	22.9645673	0.0289	0.0294	-0.005	11.022	0.023	46.8	4.611	10.08	0.021	52.8	1.837	6.818	0.018	60.4	1.984	4.346	0.022	48.9	1.048	0	5	111	AAAA	11.042	0.006	0	10.105	0.006	0	6.86	0.008	0	4.308	0.013	17	11.73	0.006	0	10.883	0.006	0	8.281	0.009	0	5.368	0.013	1	11.303	0.006	0	10.424	0.006	0	7.685	0.008	0	4.884	0.013	17	11.122	0.006	0	10.238	0.006	0	7.357	0.008	0	4.606	0.013	17	11.03	0.006	1	10.157	0.006	1	7.167	0.008	1	4.468	0.015	17	10.974	0.006	1	10.113	0.007	1	7.059	0.008	1	4.411	0.017	17	10.93	0.006	1	10.084	0.007	1	6.998	0.009	1	4.384	0.021	17	10.892	0.006	1	10.06	0.007	1	6.962	0.009	1	4.371	0.025	17	10.857	0.006	1	10.039	0.008	1	6.939	0.01	1	4.36	0.029	17	12.19	0.82	10	11.123	0.006	0	12.19	0.82	10	10.239	0.006	0	12.19	0.82	10	7.359	0.008	0	16.41	0.9	10	4.949	0.012	17
205	0.069951	37.305252	220.15875	53.504444	220.1587698	53.5044599	0.0487	0.0535	0.0111	11.294	0.023	47.2	5.298	10.075	0.02	53.7	1.853	6.116	0.014	76.3	3.013	3.116	0.016	68	1.039	0	1	1120	AAAA	11.308	0.006	0	10.097	0.006	0	6.137	0.006	0	3.125	0.006	1	11.993	0.006	0	10.872	0.006	0	7.562	0.006	0	4.196	0.006	1	11.569	0.006	0	10.416	0.006	0	6.962	0.006	0	3.701	0.006	1	11.393	0.006	0	10.235	0.006	0	6.634	0.006	0	3.417	0.006	1	11.301	0.006	1	10.155	0.006	1	6.447	0.006	1	3.269	0.006	1	11.218	0.006	1	10.105	0.006	1	6.342	0.006	1	3.206	0.006	1	11.104	0.006	1	10.056	0.006	1	6.283	0.006	1	3.176	0.007	1	10.967	0.006	1	10.002	0.006	1	6.251	0.006	1	3.16	0.007	1	10.857	0.006	1	9.955	0.006	1	6.232	0.006	1	3.148	0.008	1	9.73	0.93	-70	11.48	0.006	0	9.73	0.93	-70	10.323	0.006	0	9.73	0.93	-70	6.805	0.006	0	14.24	0.96	-70	3.891	0.006	1
206	0.84527	117.321161	185.850417	2.679167	185.8506255	2.6790589	0.0665	0.0653	-0.0115	11.181	0.021	50.9	5.934	10.47	0.021	52.2	1.371	8.013	0.022	49.5	0.8643	6.259	0.069	15.8	1.029	0	1	00nn	AAAA	11.18	0.007	0	10.454	0.007	0	8.008	0.02	0	6.337	0.11	1	11.874	0.008	0	11.236	0.008	0	9.424	0.024	0	7.375	0.112	1	11.441	0.007	0	10.773	0.007	0	8.833	0.02	0	6.913	0.11	1	11.25	0.007	1	10.577	0.007	1	8.508	0.019	1	6.685	0.123	1	11.14	0.008	1	10.479	0.007	1	8.327	0.02	1	6.651	0.156	1	11.047	0.008	1	10.41	0.008	1	8.228	0.022	1	6.709	0.21	1	10.96	0.008	1	10.353	0.008	1	8.169	0.024	1	6.802	0.284	1	10.897	0.009	1	10.31	0.009	1	8.129	0.027	1	6.912	0.385	1	10.86	0.009	1	10.283	0.009	1	8.101	0.03	1	6.982	0.493	1	10.83	0.9	-25	11.287	0.007	1	10.83	0.9	-25	10.614	0.007	1	10.83	0.9	-25	8.576	0.019	1	15.46	0.95	-25	7.007	0.109	1
207	0.883328	65.715846	311.040417	-10.723611	-311.0406443	10.7235102	0.0519	0.0521	-0.0136	8.765	0.023	47	1.589	7.867	0.02	54.3	1.404	5.182	0.013	83.2	2.541	2.787	0.02	53.5	0.7896	0	4	1100	AAAA	8.764	0.005	0	7.85	0.005	0	5.243	0.006	0	2.778	0.006	0	9.397	0.006	0	8.604	0.006	0	6.671	0.006	0	3.847	0.006	0	9.025	0.005	0	8.169	0.005	0	6.068	0.006	0	3.354	0.006	0	8.888	0.005	0	8.003	0.005	0	5.739	0.006	0	3.067	0.006	1	8.831	0.005	0	7.936	0.005	0	5.556	0.006	0	2.921	0.006	1	8.803	0.005	0	7.904	0.005	0	5.456	0.006	0	2.857	0.007	1	8.785	0.005	0	7.885	0.005	0	5.401	0.006	0	2.827	0.007	17	8.771	0.005	0	7.872	0.005	0	5.371	0.006	0	2.815	0.008	17	8.761	0.005	0	7.863	0.005	0	5.355	0.006	0	2.809	0.009	17	14.25	0.85	80	8.841	0.005	0	14.25	0.85	80	7.949	0.005	0	14.25	0.85	80	5.591	0.006	0	17.77	0.92	80	3.323	0.006	0
208	0.806478	-86.835484	33.64	-0.766667	33.6397763	-0.7666543	0.0552	0.0527	-0.0021	10.272	0.023	46.2	21.799999	9.896	0.02	54.5	8.306	6.634	0.015	70.3	4.523	3.912	0.021	51.4	1.031	0	5	7152	AAAA	10.277	0.006	0	9.893	0.006	0	6.603	0.006	0	3.844	0.008	1	11.045	0.006	0	10.738	0.006	0	8.083	0.007	0	4.938	0.008	0	10.538	0.006	0	10.212	0.006	0	7.428	0.006	0	4.42	0.008	1	10.275	0.006	0	9.951	0.006	0	7.042	0.006	0	4.118	0.008	1	10.113	0.006	0	9.801	0.006	0	6.799	0.006	0	3.958	0.009	1	9.997	0.006	0	9.697	0.006	0	6.639	0.006	0	3.882	0.01	1	9.907	0.006	0	9.618	0.006	0	6.528	0.006	0	3.846	0.011	1	9.834	0.006	0	9.555	0.006	0	6.45	0.007	0	3.833	0.013	1	9.774	0.006	1	9.503	0.006	1	6.394	0.007	0	3.83	0.015	1	27.82	0.94	-55	9.733	0.006	1	27.82	0.94	-55	9.468	0.006	1	27.82	0.94	-55	6.359	0.007	1	29.75	0.95	-55	3.932	0.009	1
209	0.493868	-103.112402	40.395417	7.187222	40.395282	7.1871911	0.0607	0.0586	-0.0059	10.726	0.022	49	6.457	10.117	0.021	52.2	1.815	7.291	0.017	62.8	1.396	4.769	0.029	37.8	0.9386	0	5	2110	AAAA	10.717	0.006	0	10.108	0.006	0	7.258	0.01	0	4.732	0.025	1	11.408	0.006	0	10.895	0.006	0	8.694	0.012	0	5.796	0.026	1	10.978	0.006	0	10.427	0.006	0	8.083	0.01	0	5.308	0.025	1	10.792	0.006	0	10.228	0.006	0	7.746	0.009	0	5.035	0.026	1	10.694	0.006	0	10.133	0.006	0	7.554	0.01	0	4.902	0.03	1	10.626	0.006	1	10.074	0.006	1	7.443	0.01	1	4.854	0.037	1	10.565	0.006	1	10.024	0.006	1	7.377	0.011	1	4.844	0.045	1	10.496	0.006	1	9.973	0.006	1	7.335	0.012	1	4.853	0.055	1	10.42	0.006	1	9.921	0.006	1	7.307	0.013	1	4.873	0.068	1	14.03	0.76	-85	10.743	0.006	0	14.03	0.76	-85	10.185	0.006	0	14.03	0.76	-85	7.656	0.009	0	19.45	0.88	-85	5.21	0.025	1
210	0.220946	9.924244	103.05125	74.426944	103.0512894	74.4270049	0.0551	0.0559	-0.0112	8.337	0.023	47.3	9.414	7.604	0.02	53.6	5.071	5.203	0.015	72.9	13.5	2.816	0.024	44.5	1.584	0	5	2071	AAAA	8.378	0.005	0	7.618	0.005	0	5.28	0.006	0	2.798	0.007	1	9.043	0.006	0	8.404	0.006	0	6.718	0.006	0	3.874	0.007	1	8.639	0.005	0	7.937	0.005	0	6.105	0.006	0	3.374	0.007	1	8.485	0.005	0	7.75	0.005	0	5.77	0.006	0	3.087	0.007	1	8.418	0.005	0	7.673	0.005	0	5.579	0.006	0	2.937	0.007	1	8.382	0.005	0	7.635	0.005	0	5.472	0.006	0	2.871	0.007	1	8.359	0.005	1	7.612	0.005	1	5.412	0.006	1	2.841	0.008	1	8.342	0.005	1	7.597	0.005	1	5.377	0.006	1	2.829	0.009	1	8.328	0.005	1	7.585	0.005	1	5.355	0.006	1	2.824	0.01	1	25.01	0.72	-50	8.345	0.005	1	25.01	0.72	-50	7.601	0.005	1	25.01	0.72	-50	5.388	0.006	1	27.96	0.78	-50	3.007	0.007	1
