#Name	cntr_01	dist_x	pang_x	ra_01	dec_01	designation	ra	dec	w1mpro	w1sigmpro	w1rchi2	w2mpro	w2sigmpro	w2rchi2	w3mpro	w3sigmpro	w3rchi2	w4mpro	w4sigmpro	w4rchi2	cc_flags	ext_flg	ph_qual	w1mag	w1sigm	w1flg	w1mcor	w2mag	w2sigm	w2flg	w2mcor	w3mag	w3sigm	w3flg	w3mcor	w4mag	w4sigm	w4flg	w4mcor	w1mag_1	w1sigm_1	w1flg_1	w2mag_1	w2sigm_1	w2flg_1	w3mag_1	w3sigm_1	w3flg_1	w4mag_1	w4sigm_1	w4flg_1	w1mag_2	w1sigm_2	w1flg_2	w2mag_2	w2sigm_2	w2flg_2	w3mag_2	w3sigm_2	w3flg_2	w4mag_2	w4sigm_2	w4flg_2	w1mag_3	w1sigm_3	w1flg_3	w2mag_3	w2sigm_3	w2flg_3	w3mag_3	w3sigm_3	w3flg_3	w4mag_3	w4sigm_3	w4flg_3	w1mag_4	w1sigm_4	w1flg_4	w2mag_4	w2sigm_4	w2flg_4	w3mag_4	w3sigm_4	w3flg_4	w4mag_4	w4sigm_4	w4flg_4	w1mag_5	w1sigm_5	w1flg_5	w2mag_5	w2sigm_5	w2flg_5	w3mag_5	w3sigm_5	w3flg_5	w4mag_5	w4sigm_5	w4flg_5	w1mag_6	w1sigm_6	w1flg_6	w2mag_6	w2sigm_6	w2flg_6	w3mag_6	w3sigm_6	w3flg_6	w4mag_6	w4sigm_6	w4flg_6	w1mag_7	w1sigm_7	w1flg_7	w2mag_7	w2sigm_7	w2flg_7	w3mag_7	w3sigm_7	w3flg_7	w4mag_7	w4sigm_7	w4flg_7	w1mag_8	w1sigm_8	w1flg_8	w2mag_8	w2sigm_8	w2flg_8	w3mag_8	w3sigm_8	w3flg_8	w4mag_8	w4sigm_8	w4flg_8	xscprox	w1rsemi	w1ba	w1pa	w1gmag	w1gerr	w1gflg	w2rsemi	w2ba	w2pa	w2gmag	w2gerr	w2gflg	w3rsemi	w3ba	w3pa	w3gmag	w3gerr	w3gflg	w4rsemi	w4ba	w4pa	w4gmag	w4gerr	w4gflg
2MASXJ06561197-4919499	21	0.627455	-91.065256	104.05	-49.330556	J065611.93-491950.0	104.0497326	-49.3305588	11.314	0.022	14.14	10.105	0.019	3.193	6.345	0.015	1.643	3.683	0.021	0.8006	0	5	AAAA	11.265	0.006	0	0.261	10.098	0.006	0	0.319	6.349	0.006	0	0.825	3.67	0.008	1	0.576	11.994	0.006	0	10.887	0.006	0	7.767	0.006	0	4.737	0.008	0	11.526	0.006	0	10.417	0.006	0	7.174	0.006	0	4.246	0.008	1	11.314	0.006	0	10.222	0.006	0	6.847	0.006	0	3.959	0.008	1	11.202	0.006	0	10.135	0.006	0	6.658	0.006	0	3.812	0.009	1	11.133	0.006	0	10.09	0.006	0	6.551	0.006	0	3.75	0.01	17	11.088	0.006	0	10.063	0.006	0	6.491	0.006	0	3.724	0.012	17	11.058	0.006	1	10.047	0.006	1	6.457	0.006	1	3.714	0.014	17	11.038	0.006	1	10.036	0.006	1	6.437	0.006	1	3.711	0.016	17	0.38	16.13	0.52	-80	11.286	0.006	0	16.13	0.52	-80	10.233	0.006	0	16.13	0.52	-80	6.854	0.006	0	22.29	0.7	-80	4.137	0.008	1
2MASXJ07262635-3554214	22	0.783146	-79.883857	111.61	-35.906111	J072626.33-355421.8	111.6097356	-35.9060729	9.941	0.023	18.049999	8.89	0.02	3.826	5.272	0.015	2.016	2.606	0.014	0.5162	hh00	5	AAAA	9.984	0.006	1	0.261	8.92	0.006	1	0.319	5.305	0.006	1	0.825	2.606	0.007	1	0.576	10.729	0.006	1	9.717	0.006	1	6.73	0.006	0	3.678	0.008	1	10.245	0.006	1	9.239	0.006	1	6.13	0.006	1	3.182	0.007	1	10.008	0.006	1	9.033	0.006	1	5.8	0.006	1	2.894	0.008	1	9.867	0.006	17	8.931	0.006	1	5.609	0.006	1	2.744	0.008	1	9.769	0.006	17	8.869	0.006	1	5.501	0.006	1	2.681	0.009	1	9.691	0.006	17	8.823	0.006	17	5.44	0.006	1	2.653	0.01	1	9.623	0.006	17	8.786	0.006	17	5.405	0.006	1	2.643	0.012	1	9.562	0.006	17	8.754	0.006	17	5.384	0.006	1	2.639	0.014	1	0.46	27.62	0.78	-5	9.583	0.006	17	27.62	0.78	-5	8.764	0.006	17	27.62	0.78	-5	5.388	0.006	1	30.11	0.82	-5	2.754	0.008	1
2MASXJ07595347+2323241	23	0.748727	-61.637598	119.972917	23.39	J075953.45+232324.3	119.9727173	23.3900988	9.799	0.022	18.41	9.005	0.019	5.9	6.019	0.014	12.08	4.046	0.024	1.4	0	5	AAAA	9.842	0.006	0	0.261	9.04	0.006	0	0.319	6.094	0.006	0	0.825	4.001	0.011	1	0.576	10.577	0.006	0	9.849	0.006	0	7.567	0.006	0	5.092	0.011	1	10.103	0.006	0	9.359	0.006	0	6.919	0.006	0	4.577	0.011	1	9.888	0.006	1	9.149	0.006	1	6.556	0.006	1	4.282	0.011	1	9.776	0.006	1	9.05	0.006	1	6.341	0.006	1	4.125	0.012	1	9.71	0.006	1	8.995	0.006	1	6.215	0.006	1	4.057	0.014	1	9.668	0.006	1	8.962	0.006	1	6.142	0.006	1	4.029	0.017	1	9.64	0.006	1	8.941	0.006	17	6.098	0.006	1	4.019	0.02	1	9.62	0.006	1	8.926	0.006	17	6.07	0.006	1	4.014	0.023	1	0.39	21.45	0.59	10	9.705	0.006	1	21.45	0.59	10	8.998	0.006	1	21.45	0.59	10	6.233	0.006	1	25.54	0.69	10	4.331	0.011	1
2MASXJ08032736+0841523	24	0.431834	-41.36868	120.864167	8.697778	J080327.38+084152.3	120.8640865	8.6978678	11.611	0.023	6.107	11.017	0.021	1.753	8.669	0.027	0.8832	6.359	0.064	0.9232	0	5	AAAA	11.59	0.006	0	0.261	11.008	0.006	0	0.319	8.648	0.023	0	0.825	6.299	0.107	1	0.576	12.293	0.006	0	11.801	0.007	0	10.059	0.028	0	7.378	0.114	1	11.851	0.006	0	11.327	0.006	0	9.473	0.023	0	6.875	0.107	1	11.656	0.006	1	11.129	0.006	1	9.153	0.022	0	6.587	0.112	1	11.559	0.006	1	11.041	0.007	1	8.979	0.023	1	6.452	0.13	1	11.506	0.006	1	10.997	0.007	1	8.887	0.025	1	6.404	0.158	1	11.471	0.007	1	10.969	0.007	1	8.836	0.028	1	6.404	0.197	1	11.441	0.007	1	10.946	0.008	1	8.805	0.032	1	6.411	0.241	1	11.404	0.007	1	10.92	0.008	1	8.78	0.036	1	6.389	0.284	1	0.24	10.19	0.93	45	11.724	0.006	0	10.19	0.93	45	11.196	0.006	0	10.19	0.93	45	9.27	0.022	0	15.06	0.98	45	6.994	0.107	1
2MASXJ09023729-4813339	25	0.25344	35.9235	135.655417	-48.226111	J090237.31-481333.7	135.6554787	-48.2260541	11.362	0.023	14.1	10.399	0.02	5.098	7.56	0.019	0.9641	5.414	0.046	0.6925	hh0h	5	AAAA	11.109	0.017	1	0.261	10.276	0.012	1	0.319	7.516	0.07	1	0.825	5.409	0.222	1	0.576	12.007	0.021	1	11.165	0.014	1	8.965	0.089	1	6.475	0.234	1	11.37	0.017	1	10.595	0.012	1	8.341	0.07	1	5.985	0.222	1	10.82	0.013	1	10.211	0.011	1	7.973	0.064	1	5.697	0.234	1	10.305	0.011	17	9.875	0.01	1	7.737	0.064	1	5.548	0.267	1	9.903	0.01	17	9.584	0.01	1	7.575	0.067	1	5.487	0.321	1	9.603	0.009	17	9.339	0.009	1	7.455	0.07	1	5.458	0.389	1	9.318	0.008	17	9.108	0.009	1	7.357	0.075	1	5.45	0.47	1	9.059	0.008	17	8.901	0.009	1	7.273	0.08	1	4.679	null	32	0.19	12.8	0.69	30	11.061	0.016	1	12.8	0.69	30	10.352	0.012	1	12.8	0.69	30	8.036	0.065	1	18.72	0.86	30	5.938	0.223	1
2MASXJ09043699+5536025	26	0.576821	123.755122	136.15375	55.600833	J090436.95+553602.6	136.1539858	55.6007443	12.083	0.023	3.807	11.427	0.021	1.787	8.515	0.023	0.8788	5.764	0.043	0.8761	0	3	AAAA	11.976	0.007	1	0.261	11.359	0.007	1	0.319	8.493	0.016	1	0.825	5.792	0.037	1	0.576	12.706	0.007	1	12.167	0.007	1	9.912	0.019	1	6.847	0.039	1	12.237	0.007	1	11.678	0.007	1	9.318	0.016	1	6.368	0.037	1	11.987	0.007	1	11.45	0.007	1	8.991	0.015	1	6.095	0.04	1	11.816	0.007	1	11.319	0.007	1	8.802	0.016	1	5.953	0.045	1	11.702	0.007	1	11.236	0.007	1	8.7	0.017	1	5.902	0.055	1	11.63	0.007	1	11.183	0.007	1	8.646	0.019	1	5.884	0.066	1	11.583	0.007	1	11.149	0.008	1	8.615	0.021	1	5.869	0.079	1	11.548	0.007	1	11.127	0.008	1	8.6	0.024	1	5.858	0.094	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
2MASXJ09235371-3141305	27	0.427464	88.484711	140.97375	-31.691944	J092353.73-314130.9	140.9738895	-31.6919413	11.998	0.023	15.31	11.591	0.021	3.395	9.162	0.031	0.8236	6.79	0.08	1.064	0	5	AAAA	11.925	0.007	1	0.261	11.506	0.008	1	0.319	9.091	0.052	1	0.825	6.753	0.096	1	0.576	12.699	0.008	1	12.347	0.008	1	10.532	0.065	1	7.855	0.105	1	12.186	0.007	1	11.825	0.008	1	9.916	0.052	1	7.329	0.096	1	11.931	0.007	1	11.578	0.008	1	9.568	0.049	1	7.029	0.099	1	11.784	0.007	1	11.443	0.008	1	9.362	0.05	1	6.876	0.113	1	11.685	0.008	1	11.354	0.008	1	9.245	0.054	1	6.82	0.136	1	11.609	0.008	1	11.287	0.009	1	9.179	0.06	1	6.849	0.173	1	11.537	0.008	1	11.227	0.009	1	9.14	0.067	1	6.933	0.228	1	11.455	0.009	1	11.163	0.01	1	9.115	0.075	1	7.009	0.294	17	0.54	14.03	0.76	-5	11.851	0.007	1	14.03	0.76	-5	11.506	0.008	1	14.03	0.76	-5	9.467	0.048	1	19.45	0.88	-5	7.223	0.096	1
2MASXJ09254750+6927532	28	0.508028	26.419766	141.447917	69.464722	J092547.54+692753.4	141.4480957	69.4648486	10.614	0.023	4.671	9.672	0.02	2.916	7.088	0.015	2.982	5.039	0.031	0.8537	0	5	AAAA	10.641	0.006	0	0.261	9.701	0.006	0	0.319	7.091	0.008	0	0.825	5.008	0.017	1	0.576	11.306	0.006	0	10.477	0.006	0	8.517	0.009	0	6.08	0.018	1	10.902	0.006	0	10.02	0.006	0	7.916	0.008	0	5.584	0.017	1	10.749	0.006	1	9.84	0.006	1	7.591	0.007	0	5.297	0.017	1	10.684	0.006	1	9.768	0.006	1	7.411	0.008	1	5.15	0.019	1	10.652	0.006	1	9.734	0.006	1	7.313	0.008	1	5.084	0.022	1	10.631	0.006	1	9.715	0.006	1	7.261	0.008	1	5.052	0.025	1	10.616	0.006	1	9.702	0.006	1	7.233	0.009	1	5.039	0.029	1	10.604	0.006	1	9.694	0.006	1	7.216	0.01	1	5.029	0.034	1	0.27	10.55	0.84	-5	10.808	0.006	0	10.55	0.84	-5	9.909	0.006	0	10.55	0.84	-5	7.731	0.007	0	16.13	0.93	-5	5.649	0.017	1
2MASXJ09360622-6548336	29	0.786922	-170.722404	144.02625	-65.809167	J093606.27-654833.7	144.026164	-65.8093824	12.596	0.03	2.079	12.106	0.027	1.16	9.48	0.037	0.9784	7.461	0.137	0.9723	ddd0	4	AAAB	12.39	0.011	1	0.261	11.971	0.016	1	0.319	9.399	0.036	1	0.825	7.37	0.136	1	0.576	13.088	0.012	1	12.755	0.017	1	10.812	0.044	1	8.459	0.147	1	12.651	0.011	1	12.29	0.016	1	10.224	0.036	1	7.946	0.136	1	12.47	0.012	1	12.112	0.017	1	9.91	0.035	1	7.618	0.138	1	12.38	0.014	1	12.049	0.02	1	9.736	0.037	1	7.388	0.147	1	12.312	0.015	1	12.024	0.023	1	9.642	0.04	1	7.175	0.153	1	12.236	0.016	1	12.002	0.026	1	9.593	0.045	1	6.935	0.153	1	12.136	0.017	1	11.968	0.03	17	9.57	0.052	1	6.636	0.141	1	12.019	0.018	1	11.923	0.032	17	9.562	0.059	1	6.292	0.124	1	0.39	9.97	0.84	5	12.576	0.011	1	9.97	0.84	5	12.215	0.016	1	9.97	0.84	5	10.11	0.035	1	15.25	0.93	5	8.087	0.138	1
2MASXJ09594263-3112581	30	0.751064	130.282422	149.9275	-31.216111	J095942.64-311258.4	149.9276861	-31.216246	9.599	0.022	2.08	8.646	0.019	8.692	6.114	0.015	1.482	3.848	0.019	1	dd00	5	AAAA	9.621	0.005	0	0.261	8.672	0.006	0	0.319	6.155	0.006	0	0.825	3.849	0.011	1	0.576	10.27	0.006	0	9.439	0.006	0	7.581	0.006	0	4.92	0.011	1	9.882	0.005	0	8.991	0.006	0	6.98	0.006	0	4.425	0.011	1	9.735	0.005	0	8.814	0.005	0	6.65	0.006	0	4.138	0.011	1	9.665	0.005	0	8.74	0.006	0	6.463	0.006	0	3.991	0.012	17	9.617	0.005	1	8.698	0.006	17	6.358	0.006	1	3.929	0.014	17	9.56	0.005	1	8.662	0.006	17	6.3	0.006	1	3.903	0.017	17	9.479	0.005	1	8.62	0.006	17	6.266	0.006	1	3.893	0.02	17	9.382	0.005	1	8.575	0.006	17	6.245	0.006	1	3.888	0.023	17	0.36	13.98	0.69	85	9.729	0.005	0	13.98	0.69	85	8.811	0.005	0	13.98	0.69	85	6.625	0.006	0	20.13	0.83	85	4.315	0.011	1
2MASXJ10402231-4625264	31	1.500824	-79.260155	160.09375	-46.423889	J104022.35-462525.7	160.0931558	-46.4238112	10.391	0.023	17.719999	9.752	0.02	5.704	6.382	0.015	2.732	3.841	0.019	0.9072	0	5	AAAA	10.419	0.006	0	0.261	9.787	0.006	0	0.319	6.412	0.007	0	0.825	3.818	0.01	1	0.576	11.168	0.006	0	10.607	0.006	0	7.843	0.007	0	4.889	0.01	1	10.68	0.006	0	10.106	0.006	0	7.237	0.007	0	4.394	0.01	1	10.449	0.006	0	9.883	0.006	0	6.904	0.007	0	4.108	0.01	1	10.322	0.006	0	9.773	0.006	0	6.711	0.007	0	3.957	0.011	1	10.241	0.006	1	9.708	0.006	1	6.601	0.007	1	3.889	0.013	1	10.179	0.006	1	9.663	0.006	1	6.539	0.007	1	3.855	0.015	1	10.121	0.006	1	9.622	0.006	1	6.503	0.008	1	3.839	0.018	1	10.052	0.006	1	9.576	0.006	1	6.482	0.008	1	3.831	0.021	17	0.86	19.7	0.7	90	10.235	0.006	1	19.7	0.7	90	9.708	0.006	1	19.7	0.7	90	6.618	0.007	1	23.48	0.79	90	4.162	0.01	1
2MASXJ11454045-1827149	32	1.208178	-24.354546	176.41875	-18.454444	J114540.46-182714.8	176.4186041	-18.4541387	10.333	0.023	3.384	9.454	0.02	2.931	6.664	0.016	1.479	4.497	0.035	0.6923	0	5	AAAA	10.345	0.006	0	0.261	9.451	0.006	0	0.319	6.703	0.007	0	0.825	4.491	0.02	1	0.576	11.01	0.006	0	10.226	0.006	0	8.133	0.008	0	5.563	0.021	1	10.606	0.006	0	9.77	0.006	0	7.528	0.007	0	5.067	0.02	1	10.446	0.006	0	9.589	0.006	0	7.193	0.007	0	4.776	0.02	1	10.37	0.006	1	9.513	0.006	1	7.003	0.007	1	4.623	0.022	1	10.324	0.006	1	9.473	0.006	1	6.895	0.007	1	4.56	0.026	1	10.287	0.006	1	9.446	0.006	1	6.834	0.008	1	4.53	0.031	1	10.254	0.006	1	9.424	0.006	1	6.798	0.008	1	4.516	0.037	1	10.223	0.006	1	9.406	0.006	17	6.774	0.009	1	4.504	0.043	1	0.18	11.46	0.78	65	10.491	0.006	0	11.46	0.78	65	9.639	0.006	0	11.46	0.78	65	7.288	0.007	0	17.25	0.9	65	5.081	0.019	1
2MASXJ12005792+0648226	33	0.667014	85.818189	180.24125	6.806389	J120057.94+064823.0	180.2414361	6.8064024	11.064	0.022	19.120001	10.381	0.02	4.788	7.069	0.016	2.11	4.662	0.03	0.8419	0	5	AAAA	11.036	0.006	0	0.261	10.37	0.006	0	0.319	7.068	0.008	0	0.825	4.653	0.016	1	0.576	11.785	0.006	0	11.186	0.007	0	8.502	0.009	0	5.725	0.017	1	11.297	0.006	0	10.689	0.006	0	7.893	0.008	0	5.229	0.016	1	11.066	0.006	0	10.467	0.006	0	7.555	0.008	0	4.946	0.017	1	10.939	0.006	0	10.358	0.006	0	7.36	0.008	0	4.8	0.018	1	10.86	0.006	0	10.294	0.006	0	7.249	0.008	0	4.737	0.021	1	10.804	0.006	1	10.251	0.007	1	7.186	0.009	1	4.706	0.024	1	10.761	0.006	1	10.217	0.007	1	7.149	0.009	1	4.694	0.028	1	10.725	0.006	1	10.19	0.007	1	7.128	0.01	1	4.691	0.033	1	0.48	16.22	0.63	40	10.982	0.006	0	16.22	0.63	40	10.399	0.006	0	16.22	0.63	40	7.438	0.008	0	20.84	0.76	40	5.134	0.016	1
2MASXJ12313717-4758019	34	0.568752	-92.677507	187.905	-47.967222	J123137.14-475802.0	187.9047643	-47.9672296	10.476	0.023	12.53	9.655	0.02	4.048	6.269	0.014	6.027	3.785	0.023	0.9733	0	5	AAAA	10.469	0.006	0	0.261	9.674	0.006	0	0.319	6.297	0.006	0	0.825	3.75	0.007	1	0.576	11.192	0.006	0	10.478	0.006	0	7.751	0.007	0	4.825	0.007	1	10.73	0.006	0	9.993	0.006	0	7.122	0.006	0	4.326	0.007	1	10.514	0.006	1	9.783	0.006	17	6.774	0.006	1	4.042	0.007	1	10.397	0.006	1	9.683	0.006	17	6.574	0.006	1	3.897	0.007	17	10.328	0.006	1	9.629	0.006	17	6.461	0.006	1	3.837	0.007	17	10.286	0.006	1	9.597	0.006	17	6.399	0.007	1	3.811	0.008	17	10.257	0.006	1	9.577	0.006	17	6.364	0.007	1	3.802	0.009	17	10.237	0.006	1	9.563	0.006	17	6.345	0.007	1	3.799	0.01	17	0.31	16.15	0.95	70	10.346	0.006	1	16.15	0.95	70	9.642	0.006	17	16.15	0.95	70	6.487	0.006	1	19.53	0.96	70	4.17	0.007	1
2MASXJ12335145-2103448	35	0.320438	113.154487	188.464167	-21.0625	J123351.42-210345.1	188.4642544	-21.062535	11.374	0.023	4.79	10.479	0.021	2.753	7.151	0.015	1.396	4.535	0.025	0.8238	0	5	AAAA	11.379	0.006	1	0.261	10.48	0.006	1	0.319	7.157	0.007	1	0.825	4.537	0.016	1	0.576	12.062	0.006	1	11.26	0.007	1	8.578	0.008	0	5.597	0.017	1	11.64	0.006	1	10.799	0.006	1	7.982	0.007	1	5.113	0.016	1	11.443	0.006	1	10.603	0.006	1	7.656	0.007	1	4.83	0.017	1	11.315	0.006	1	10.504	0.007	1	7.472	0.007	1	4.687	0.019	1	11.225	0.006	1	10.443	0.007	1	7.37	0.007	1	4.629	0.023	1	11.169	0.006	1	10.405	0.007	1	7.313	0.008	1	4.605	0.028	1	11.14	0.007	1	10.383	0.008	1	7.282	0.008	1	4.597	0.033	1	11.125	0.007	1	10.371	0.008	1	7.264	0.009	1	4.595	0.04	1	0.56	9.05	0.94	-35	11.59	0.006	1	9.05	0.94	-35	10.748	0.006	1	9.05	0.94	-35	7.906	0.007	1	14.61	0.98	-35	5.26	0.016	1
2MASXJ12475784-5829599	36	0.855073	115.994256	191.990833	-58.5	J124757.89-583000.3	191.9912419	-58.5001041	11.387	0.023	9.958	10.973	0.021	2.821	8.641	0.021	1.157	6.225	0.043	1.154	0	5	AAAA	11.364	0.01	1	0.261	10.955	0.011	1	0.319	8.624	0.081	1	0.825	6.068	0.056	1	0.576	12.087	0.01	1	11.761	0.012	1	10.058	0.1	0	7.22	0.064	1	11.625	0.01	1	11.274	0.011	1	9.449	0.081	1	6.644	0.056	1	11.408	0.01	1	11.055	0.012	1	9.107	0.077	1	6.287	0.055	1	11.273	0.011	1	10.936	0.013	1	8.898	0.078	1	6.086	0.06	17	11.156	0.011	1	10.844	0.014	1	8.758	0.083	1	5.968	0.068	17	11.044	0.012	1	10.762	0.015	1	8.659	0.089	1	5.878	0.078	17	10.952	0.012	1	10.696	0.016	1	8.591	0.097	1	5.807	0.089	17	10.887	0.013	1	10.648	0.017	1	8.544	0.107	1	5.743	0.101	17	0.59	11.13	0.74	-85	11.519	0.01	1	11.13	0.74	-85	11.167	0.011	1	11.13	0.74	-85	9.274	0.076	1	17.24	0.88	-85	6.665	0.056	1
2MASXJ13411287-1438407	37	0.819506	-17.819115	205.30375	-14.644722	J134112.88-143840.2	205.303678	-14.6445055	10.22	0.022	4.603	9.296	0.019	2.294	6.35	0.015	1.005	4.117	0.023	0.8542	0	5	AAAA	10.237	0.006	0	0.261	9.308	0.006	0	0.319	6.336	0.007	0	0.825	4.119	0.01	17	0.576	10.912	0.006	0	10.083	0.006	0	7.755	0.009	0	5.179	0.01	17	10.498	0.006	0	9.627	0.006	0	7.161	0.007	0	4.695	0.01	17	10.325	0.006	1	9.443	0.006	1	6.835	0.007	1	4.415	0.01	17	10.24	0.006	1	9.363	0.006	1	6.651	0.006	1	4.275	0.011	17	10.191	0.006	1	9.321	0.006	1	6.548	0.006	1	4.218	0.013	17	10.16	0.006	1	9.296	0.006	1	6.49	0.006	1	4.193	0.015	17	10.14	0.006	1	9.281	0.006	1	6.458	0.006	1	4.185	0.018	17	10.127	0.006	1	9.27	0.006	1	6.439	0.007	1	4.182	0.021	17	0.49	18.83	0.65	-65	10.211	0.006	1	18.83	0.65	-65	9.345	0.006	1	18.83	0.65	-65	6.614	0.006	1	22.79	0.75	-65	4.525	0.01	17
2MASXJ13512953-1813468	38	0.744611	8.58305	207.872917	-18.229722	J135129.50-181346.2	207.8729492	-18.2295177	10.581	0.023	4.546	9.896	0.019	3.64	7.828	0.022	0.966	5.973	0.049	0.9708	0	5	AAAA	10.599	0.006	0	0.261	9.903	0.006	0	0.319	7.835	0.012	0	0.825	5.985	0.054	1	0.576	11.269	0.006	0	10.68	0.006	0	9.257	0.015	0	7.045	0.056	1	10.86	0.006	0	10.222	0.006	0	8.66	0.012	0	6.561	0.054	1	10.701	0.006	1	10.04	0.006	1	8.337	0.012	0	6.274	0.057	1	10.631	0.006	1	9.964	0.006	1	8.161	0.013	1	6.127	0.065	1	10.594	0.006	1	9.926	0.006	1	8.068	0.014	1	6.057	0.077	1	10.572	0.006	1	9.905	0.006	1	8.02	0.015	1	6.015	0.092	1	10.557	0.006	1	9.89	0.006	1	7.998	0.017	1	6	0.111	17	10.546	0.006	1	9.88	0.006	1	7.986	0.019	1	5.995	0.132	17	0.64	9.09	0.87	-10	10.842	0.006	0	9.09	0.87	-10	10.2	0.006	0	9.09	0.87	-10	8.627	0.012	0	14.55	0.94	-10	6.737	0.053	1
2MASXJ14080674-3023537	39	0.198019	-76.08264	212.028333	-30.398333	J140806.78-302353.9	212.0282714	-30.3983201	11.402	0.023	1.699	10.365	0.021	2.362	7.45	0.016	1.348	5.235	0.03	1.003	0	0	AAAA	11.406	0.006	1	0.261	10.353	0.006	1	0.319	7.443	0.007	1	0.825	5.254	0.02	1	0.576	12.049	0.006	0	11.115	0.006	0	8.861	0.008	0	6.312	0.021	1	11.667	0.006	1	10.672	0.006	1	8.268	0.007	1	5.83	0.02	1	11.527	0.006	1	10.503	0.006	1	7.946	0.007	1	5.547	0.021	1	11.472	0.006	1	10.435	0.006	1	7.768	0.007	1	5.406	0.024	1	11.445	0.007	1	10.404	0.006	1	7.672	0.007	1	5.352	0.029	1	11.43	0.007	17	10.386	0.006	1	7.62	0.008	1	5.326	0.035	1	11.42	0.007	17	10.374	0.006	1	7.592	0.008	1	5.312	0.042	1	11.41	0.008	17	10.365	0.007	1	7.577	0.009	1	5.313	0.051	17	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
2MASXJ14530794+2554327	40	0.360855	70.275456	223.282917	25.909167	J145307.92+255433.1	223.2830216	25.9092005	11.79	0.022	2.143	11.075	0.021	1.223	8.825	0.022	0.9094	7.133	0.067	1.013	0	4	AAAA	11.798	0.006	0	0.261	11.075	0.006	0	0.319	8.815	0.018	0	0.825	7.119	0.1	1	0.576	12.447	0.006	0	11.841	0.006	0	10.231	0.022	0	8.194	0.106	1	12.059	0.006	0	11.394	0.006	0	9.64	0.018	0	7.695	0.1	1	11.912	0.006	0	11.22	0.006	0	9.319	0.017	0	7.405	0.106	1	11.847	0.006	0	11.148	0.006	0	9.141	0.018	0	7.258	0.121	1	11.811	0.006	17	11.11	0.006	1	9.042	0.02	1	7.208	0.147	1	11.787	0.007	17	11.087	0.006	1	8.988	0.022	1	7.207	0.182	17	11.77	0.007	17	11.072	0.007	1	8.956	0.025	1	7.215	0.224	17	11.758	0.007	17	11.061	0.007	1	8.934	0.028	1	7.226	0.271	17	0.41	9.98	0.82	-20	12.006	0.006	0	9.98	0.82	-20	11.332	0.006	0	9.98	0.82	-20	9.539	0.017	0	15.53	0.93	-20	7.809	0.1	1
2MASXJ15064412+0351444	41	9.92658	87.682412	226.68375	3.862222222	J150644.78+035144.7	226.6865914	3.8624415	10.418	0.022	3.98E+00	10.436	0.02	3.84E+00	10.01	0.047	1.59E+00	7.712	0.142	1.64E+00	0	3	AAAB	10.392	0.006	0	0.261	10.397	0.006	0	0.319	9.49	0.042	0	0.825	6.956	0.085	1	0.576	11.062	0.006	0	11.206	0.007	0	11.096	0.061	0	8.186	0.104	1	10.653	0.006	0	10.716	0.006	0	10.315	0.042	0	7.532	0.085	1	10.467	0.006	0	10.48	0.006	0	9.81	0.034	0	7.236	0.088	1	10.365	0.006	0	10.351	0.006	0	9.494	0.032	0	7.061	0.097	1	10.307	0.006	1	10.278	0.007	1	9.299	0.032	1	6.93	0.108	1	10.273	0.006	1	10.237	0.007	1	9.177	0.033	1	6.839	0.123	1	10.251	0.006	1	10.212	0.007	1	9.098	0.036	1	6.776	0.14	1	10.234	0.006	1	10.196	0.008	1	9.045	0.039	1	6.729	0.16	1	9.87	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
2MASXJ15115979-2119015	42	0.452758	8.390731	227.999167	-21.317222	J151159.80-211901.5	227.9991864	-21.3170978	9.692	0.024	1.787	8.777	0.021	1.182	5.87	0.015	1.148	3.201	0.028	0.623	0	4	AAAA	9.712	0.006	0	0.261	8.801	0.006	0	0.319	5.879	0.006	0	0.825	3.182	0.008	1	0.576	10.366	0.006	0	9.572	0.006	0	7.304	0.006	0	4.25	0.008	0	9.973	0.006	0	9.12	0.006	0	6.704	0.006	0	3.758	0.008	1	9.82	0.005	0	8.943	0.005	0	6.376	0.006	0	3.473	0.008	1	9.75	0.006	0	8.868	0.005	0	6.192	0.006	0	3.328	0.008	1	9.709	0.006	0	8.83	0.005	0	6.089	0.006	0	3.267	0.009	1	9.681	0.006	0	8.806	0.006	0	6.032	0.006	0	3.24	0.011	1	9.66	0.006	0	8.788	0.006	0	6	0.006	0	3.23	0.013	1	9.644	0.006	1	8.776	0.006	1	5.982	0.006	1	3.224	0.015	1	0.11	13.16	0.84	90	9.79	0.006	0	13.16	0.84	90	8.912	0.005	0	13.16	0.84	90	6.299	0.006	0	17.72	0.92	90	3.726	0.008	1
